timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1637062454233,234,HTTP Request-1,301,Moved Permanently,Thread Group 1-31,text,true,,726,126,3,3,https://www.google.com/classroom,234,0,160
1637062454467,989,HTTP Request-2,302,Moved Temporarily,Thread Group 1-31,text,true,,1917,123,3,3,https://classroom.google.com/,988,0,150
1637062455456,490,HTTP Request-3,200,OK,Thread Group 1-31,text,true,,102210,252,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,294,0,156
1637062455095,1251,HTTP Request,200,OK,Thread Group 1-33,text,true,,105536,623,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,143,0,70
1637062455095,143,HTTP Request-0,301,Moved Permanently,Thread Group 1-33,text,true,,559,122,3,3,http://google.com/classroom,143,0,70
1637062455239,233,HTTP Request-1,301,Moved Permanently,Thread Group 1-33,text,true,,726,126,3,3,https://www.google.com/classroom,233,0,159
1637062455473,360,HTTP Request-2,302,Moved Temporarily,Thread Group 1-33,text,true,,1917,123,3,3,https://classroom.google.com/,360,0,144
1637062455834,512,HTTP Request-3,200,OK,Thread Group 1-33,text,true,,102334,252,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,308,0,169
1637062455599,1833,HTTP Request,200,OK,Thread Group 1-34,text,true,,106349,623,4,4,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,145,0,73
1637062455599,145,HTTP Request-0,301,Moved Permanently,Thread Group 1-34,text,true,,559,122,4,4,http://google.com/classroom,145,0,73
1637062455744,223,HTTP Request-1,301,Moved Permanently,Thread Group 1-34,text,true,,726,126,4,4,https://www.google.com/classroom,223,0,152
1637062455967,995,HTTP Request-2,302,Moved Temporarily,Thread Group 1-34,text,true,,1917,123,4,4,https://classroom.google.com/,995,0,159
1637062456962,470,HTTP Request-3,200,OK,Thread Group 1-34,text,true,,103147,252,4,4,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,285,0,153
1637062456097,1335,HTTP Request,200,OK,Thread Group 1-35,text,true,,106437,623,4,4,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,140,0,69
1637062456097,140,HTTP Request-0,301,Moved Permanently,Thread Group 1-35,text,true,,559,122,4,4,http://google.com/classroom,140,0,69
1637062456237,230,HTTP Request-1,301,Moved Permanently,Thread Group 1-35,text,true,,726,126,4,4,https://www.google.com/classroom,230,0,159
1637062456467,493,HTTP Request-2,302,Moved Temporarily,Thread Group 1-35,text,true,,1917,123,4,4,https://classroom.google.com/,493,0,159
1637062456960,472,HTTP Request-3,200,OK,Thread Group 1-35,text,true,,103235,252,4,4,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,287,0,155
1637062456595,1200,HTTP Request,200,OK,Thread Group 1-36,text,true,,106171,623,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,145,0,71
1637062456595,145,HTTP Request-0,301,Moved Permanently,Thread Group 1-36,text,true,,559,122,3,3,http://google.com/classroom,145,0,71
1637062456741,218,HTTP Request-1,301,Moved Permanently,Thread Group 1-36,text,true,,726,126,3,3,https://www.google.com/classroom,218,0,147
1637062456960,342,HTTP Request-2,302,Moved Temporarily,Thread Group 1-36,text,true,,1917,123,3,3,https://classroom.google.com/,342,0,155
1637062457303,492,HTTP Request-3,200,OK,Thread Group 1-36,text,true,,102969,252,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,294,0,161
1637062457096,1660,HTTP Request,200,OK,Thread Group 1-37,text,true,,106451,623,4,4,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,139,0,69
1637062457096,139,HTTP Request-0,301,Moved Permanently,Thread Group 1-37,text,true,,559,122,4,4,http://google.com/classroom,139,0,69
1637062457235,235,HTTP Request-1,301,Moved Permanently,Thread Group 1-37,text,true,,726,126,4,4,https://www.google.com/classroom,235,0,160
1637062457470,831,HTTP Request-2,302,Moved Temporarily,Thread Group 1-37,text,true,,1917,123,4,4,https://classroom.google.com/,831,0,152
1637062458301,455,HTTP Request-3,200,OK,Thread Group 1-37,text,true,,103249,252,4,4,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,272,0,144
1637062457595,1239,HTTP Request,200,OK,Thread Group 1-38,text,true,,105440,623,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,137,0,67
1637062457595,137,HTTP Request-0,301,Moved Permanently,Thread Group 1-38,text,true,,559,122,3,3,http://google.com/classroom,137,0,67
1637062457733,243,HTTP Request-1,301,Moved Permanently,Thread Group 1-38,text,true,,726,126,3,3,https://www.google.com/classroom,243,0,168
1637062457977,344,HTTP Request-2,302,Moved Temporarily,Thread Group 1-38,text,true,,1917,123,3,3,https://classroom.google.com/,344,0,157
1637062458322,512,HTTP Request-3,200,OK,Thread Group 1-38,text,true,,102238,252,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,316,0,161
1637062458095,1639,HTTP Request,200,OK,Thread Group 1-39,text,true,,106339,623,4,4,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,141,0,71
1637062458095,141,HTTP Request-0,301,Moved Permanently,Thread Group 1-39,text,true,,559,122,4,4,http://google.com/classroom,141,0,71
1637062458236,223,HTTP Request-1,301,Moved Permanently,Thread Group 1-39,text,true,,726,126,4,4,https://www.google.com/classroom,223,0,153
1637062458460,810,HTTP Request-2,302,Moved Temporarily,Thread Group 1-39,text,true,,1917,123,4,4,https://classroom.google.com/,809,0,148
1637062459270,464,HTTP Request-3,200,OK,Thread Group 1-39,text,true,,103137,252,4,4,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,282,0,149
1637062458596,1739,HTTP Request,200,OK,Thread Group 1-40,text,true,,107271,623,4,4,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,141,0,68
1637062458596,141,HTTP Request-0,301,Moved Permanently,Thread Group 1-40,text,true,,559,122,4,4,http://google.com/classroom,141,0,68
1637062458738,236,HTTP Request-1,301,Moved Permanently,Thread Group 1-40,text,true,,726,126,4,4,https://www.google.com/classroom,236,0,162
1637062458975,881,HTTP Request-2,302,Moved Temporarily,Thread Group 1-40,text,true,,1917,123,4,4,https://classroom.google.com/,881,0,160
1637062459856,479,HTTP Request-3,200,OK,Thread Group 1-40,text,true,,104069,252,4,4,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,293,0,157
1637062459094,1493,HTTP Request,200,OK,Thread Group 1-41,text,true,,106413,623,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,151,0,75
1637062459094,151,HTTP Request-0,301,Moved Permanently,Thread Group 1-41,text,true,,559,122,3,3,http://google.com/classroom,151,0,75
1637062459245,218,HTTP Request-1,301,Moved Permanently,Thread Group 1-41,text,true,,726,126,3,3,https://www.google.com/classroom,218,0,151
1637062459464,663,HTTP Request-2,302,Moved Temporarily,Thread Group 1-41,text,true,,1917,123,3,3,https://classroom.google.com/,663,0,153
1637062460128,459,HTTP Request-3,200,OK,Thread Group 1-41,text,true,,103211,252,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,280,0,144
1637062459594,1193,HTTP Request,200,OK,Thread Group 1-42,text,true,,105368,623,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,147,0,74
1637062459594,147,HTTP Request-0,301,Moved Permanently,Thread Group 1-42,text,true,,559,122,3,3,http://google.com/classroom,147,0,74
1637062459742,221,HTTP Request-1,301,Moved Permanently,Thread Group 1-42,text,true,,726,126,3,3,https://www.google.com/classroom,221,0,148
1637062459964,340,HTTP Request-2,302,Moved Temporarily,Thread Group 1-42,text,true,,1917,123,3,3,https://classroom.google.com/,339,0,144
1637062460304,483,HTTP Request-3,200,OK,Thread Group 1-42,text,true,,102166,252,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,296,0,152
1637062460097,1169,HTTP Request,200,OK,Thread Group 1-43,text,true,,106391,623,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,141,0,70
1637062460097,141,HTTP Request-0,301,Moved Permanently,Thread Group 1-43,text,true,,559,122,3,3,http://google.com/classroom,141,0,70
1637062460238,226,HTTP Request-1,301,Moved Permanently,Thread Group 1-43,text,true,,726,126,3,3,https://www.google.com/classroom,226,0,153
1637062460464,339,HTTP Request-2,302,Moved Temporarily,Thread Group 1-43,text,true,,1917,123,3,3,https://classroom.google.com/,338,0,153
1637062460803,463,HTTP Request-3,200,OK,Thread Group 1-43,text,true,,103189,252,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,285,0,144
1637062460595,1189,HTTP Request,200,OK,Thread Group 1-44,text,true,,105436,623,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,148,0,75
1637062460595,148,HTTP Request-0,301,Moved Permanently,Thread Group 1-44,text,true,,559,122,3,3,http://google.com/classroom,148,0,75
1637062460743,223,HTTP Request-1,301,Moved Permanently,Thread Group 1-44,text,true,,726,126,3,3,https://www.google.com/classroom,223,0,149
1637062460966,337,HTTP Request-2,302,Moved Temporarily,Thread Group 1-44,text,true,,1917,123,3,3,https://classroom.google.com/,337,0,151
1637062461304,480,HTTP Request-3,200,OK,Thread Group 1-44,text,true,,102234,252,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,294,0,151
1637062461095,1170,HTTP Request,200,OK,Thread Group 1-45,text,true,,105388,623,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,147,0,73
1637062461095,147,HTTP Request-0,301,Moved Permanently,Thread Group 1-45,text,true,,559,122,3,3,http://google.com/classroom,147,0,73
1637062461242,231,HTTP Request-1,301,Moved Permanently,Thread Group 1-45,text,true,,726,126,3,3,https://www.google.com/classroom,231,0,156
1637062461473,333,HTTP Request-2,302,Moved Temporarily,Thread Group 1-45,text,true,,1917,123,3,3,https://classroom.google.com/,333,0,150
1637062461807,458,HTTP Request-3,200,OK,Thread Group 1-45,text,true,,102186,252,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,286,0,143
1637062461595,1207,HTTP Request,200,OK,Thread Group 1-46,text,true,,106243,623,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,147,0,73
1637062461595,147,HTTP Request-0,301,Moved Permanently,Thread Group 1-46,text,true,,559,122,3,3,http://google.com/classroom,147,0,73
1637062461742,225,HTTP Request-1,301,Moved Permanently,Thread Group 1-46,text,true,,726,126,3,3,https://www.google.com/classroom,225,0,154
1637062461968,336,HTTP Request-2,302,Moved Temporarily,Thread Group 1-46,text,true,,1917,123,3,3,https://classroom.google.com/,336,0,151
1637062462305,497,HTTP Request-3,200,OK,Thread Group 1-46,text,true,,103041,252,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,300,0,157
1637062462096,1289,HTTP Request,200,OK,Thread Group 1-47,text,true,,106279,623,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,148,0,73
1637062462096,148,HTTP Request-0,301,Moved Permanently,Thread Group 1-47,text,true,,559,122,3,3,http://google.com/classroom,148,0,73
1637062462245,223,HTTP Request-1,301,Moved Permanently,Thread Group 1-47,text,true,,726,126,3,3,https://www.google.com/classroom,223,0,151
1637062462468,442,HTTP Request-2,302,Moved Temporarily,Thread Group 1-47,text,true,,1917,123,3,3,https://classroom.google.com/,442,0,157
1637062462911,474,HTTP Request-3,200,OK,Thread Group 1-47,text,true,,103077,252,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,289,0,152
1637062463095,1173,HTTP Request,200,OK,Thread Group 1-49,text,true,,107311,623,4,4,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,144,0,71
1637062463095,144,HTTP Request-0,301,Moved Permanently,Thread Group 1-49,text,true,,559,122,4,4,http://google.com/classroom,144,0,71
1637062463239,224,HTTP Request-1,301,Moved Permanently,Thread Group 1-49,text,true,,726,126,4,4,https://www.google.com/classroom,224,0,157
1637062463463,328,HTTP Request-2,302,Moved Temporarily,Thread Group 1-49,text,true,,1917,123,4,4,https://classroom.google.com/,328,0,145
1637062463791,477,HTTP Request-3,200,OK,Thread Group 1-49,text,true,,104109,252,4,4,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,288,0,152
1637062462596,2020,HTTP Request,200,OK,Thread Group 1-48,text,true,,106345,623,4,4,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,140,0,69
1637062462596,140,HTTP Request-0,301,Moved Permanently,Thread Group 1-48,text,true,,559,122,4,4,http://google.com/classroom,140,0,69
1637062462736,230,HTTP Request-1,301,Moved Permanently,Thread Group 1-48,text,true,,726,126,4,4,https://www.google.com/classroom,230,0,155
1637062462967,1187,HTTP Request-2,302,Moved Temporarily,Thread Group 1-48,text,true,,1917,123,4,4,https://classroom.google.com/,1187,0,150
1637062464155,461,HTTP Request-3,200,OK,Thread Group 1-48,text,true,,103143,252,4,4,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,271,0,144
1637062463594,1158,HTTP Request,200,OK,Thread Group 1-50,text,true,,106175,623,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,141,0,71
1637062463594,141,HTTP Request-0,301,Moved Permanently,Thread Group 1-50,text,true,,559,122,3,3,http://google.com/classroom,141,0,71
1637062463735,230,HTTP Request-1,301,Moved Permanently,Thread Group 1-50,text,true,,726,126,3,3,https://www.google.com/classroom,230,0,161
1637062463966,340,HTTP Request-2,302,Moved Temporarily,Thread Group 1-50,text,true,,1917,123,3,3,https://classroom.google.com/,340,0,155
1637062464306,446,HTTP Request-3,200,OK,Thread Group 1-50,text,true,,102973,252,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,265,0,139
1637062464095,1200,HTTP Request,200,OK,Thread Group 1-51,text,true,,106331,623,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,134,0,67
1637062464095,134,HTTP Request-0,301,Moved Permanently,Thread Group 1-51,text,true,,559,122,3,3,http://google.com/classroom,134,0,67
1637062464230,224,HTTP Request-1,301,Moved Permanently,Thread Group 1-51,text,true,,726,126,3,3,https://www.google.com/classroom,224,0,152
1637062464455,356,HTTP Request-2,302,Moved Temporarily,Thread Group 1-51,text,true,,1917,123,3,3,https://classroom.google.com/,355,0,160
1637062464811,484,HTTP Request-3,200,OK,Thread Group 1-51,text,true,,103129,252,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,289,0,152
1637062464595,1778,HTTP Request,200,OK,Thread Group 1-52,text,true,,107387,623,4,4,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,140,0,69
1637062464595,140,HTTP Request-0,301,Moved Permanently,Thread Group 1-52,text,true,,559,122,4,4,http://google.com/classroom,140,0,69
1637062464735,219,HTTP Request-1,301,Moved Permanently,Thread Group 1-52,text,true,,726,126,4,4,https://www.google.com/classroom,219,0,150
1637062464955,949,HTTP Request-2,302,Moved Temporarily,Thread Group 1-52,text,true,,1917,123,4,4,https://classroom.google.com/,949,0,158
1637062465905,468,HTTP Request-3,200,OK,Thread Group 1-52,text,true,,104185,252,4,4,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,280,0,149
1637062465095,1298,HTTP Request,200,OK,Thread Group 1-53,text,true,,106307,623,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,139,0,70
1637062465095,139,HTTP Request-0,301,Moved Permanently,Thread Group 1-53,text,true,,559,122,3,3,http://google.com/classroom,139,0,70
1637062465234,241,HTTP Request-1,301,Moved Permanently,Thread Group 1-53,text,true,,726,126,3,3,https://www.google.com/classroom,241,0,163
1637062465476,432,HTTP Request-2,302,Moved Temporarily,Thread Group 1-53,text,true,,1917,123,3,3,https://classroom.google.com/,432,0,151
1637062465908,485,HTTP Request-3,200,OK,Thread Group 1-53,text,true,,103105,252,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,295,0,153
1637062465596,1191,HTTP Request,200,OK,Thread Group 1-54,text,true,,106423,623,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,134,0,66
1637062465596,134,HTTP Request-0,301,Moved Permanently,Thread Group 1-54,text,true,,559,122,3,3,http://google.com/classroom,134,0,66
1637062465730,232,HTTP Request-1,301,Moved Permanently,Thread Group 1-54,text,true,,726,126,3,3,https://www.google.com/classroom,232,0,158
1637062465962,343,HTTP Request-2,302,Moved Temporarily,Thread Group 1-54,text,true,,1917,123,3,3,https://classroom.google.com/,343,0,154
1637062466305,482,HTTP Request-3,200,OK,Thread Group 1-54,text,true,,103221,252,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,289,0,150
1637062466095,1416,HTTP Request,200,OK,Thread Group 1-55,text,true,,106417,623,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,141,0,70
1637062466095,141,HTTP Request-0,301,Moved Permanently,Thread Group 1-55,text,true,,559,122,3,3,http://google.com/classroom,141,0,70
1637062466237,220,HTTP Request-1,301,Moved Permanently,Thread Group 1-55,text,true,,726,126,3,3,https://www.google.com/classroom,220,0,150
1637062466457,585,HTTP Request-2,302,Moved Temporarily,Thread Group 1-55,text,true,,1917,123,3,3,https://classroom.google.com/,585,0,157
1637062467043,468,HTTP Request-3,200,OK,Thread Group 1-55,text,true,,103215,252,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,283,0,147
1637062466594,1196,HTTP Request,200,OK,Thread Group 1-56,text,true,,106239,623,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,147,0,73
1637062466594,147,HTTP Request-0,301,Moved Permanently,Thread Group 1-56,text,true,,559,122,3,3,http://google.com/classroom,147,0,73
1637062466741,231,HTTP Request-1,301,Moved Permanently,Thread Group 1-56,text,true,,726,126,3,3,https://www.google.com/classroom,231,0,157
1637062466973,338,HTTP Request-2,302,Moved Temporarily,Thread Group 1-56,text,true,,1917,123,3,3,https://classroom.google.com/,337,0,154
1637062467311,479,HTTP Request-3,200,OK,Thread Group 1-56,text,true,,103037,252,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,290,0,152
1637062467595,1178,HTTP Request,200,OK,Thread Group 1-58,text,true,,105476,623,4,4,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,148,0,73
1637062467595,148,HTTP Request-0,301,Moved Permanently,Thread Group 1-58,text,true,,559,122,4,4,http://google.com/classroom,148,0,73
1637062467743,236,HTTP Request-1,301,Moved Permanently,Thread Group 1-58,text,true,,726,126,4,4,https://www.google.com/classroom,236,0,163
1637062467979,339,HTTP Request-2,302,Moved Temporarily,Thread Group 1-58,text,true,,1917,123,4,4,https://classroom.google.com/,339,0,153
1637062468318,455,HTTP Request-3,200,OK,Thread Group 1-58,text,true,,102274,252,4,4,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,278,0,144
1637062467095,1706,HTTP Request,200,OK,Thread Group 1-57,text,true,,106319,623,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,141,0,70
1637062467095,141,HTTP Request-0,301,Moved Permanently,Thread Group 1-57,text,true,,559,122,3,3,http://google.com/classroom,141,0,70
1637062467236,210,HTTP Request-1,301,Moved Permanently,Thread Group 1-57,text,true,,726,126,3,3,https://www.google.com/classroom,210,0,144
1637062467446,838,HTTP Request-2,302,Moved Temporarily,Thread Group 1-57,text,true,,1917,123,3,3,https://classroom.google.com/,838,0,167
1637062468284,517,HTTP Request-3,200,OK,Thread Group 1-57,text,true,,103117,252,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,309,0,167
1637062468095,1252,HTTP Request,200,OK,Thread Group 1-59,text,true,,105508,623,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,132,0,67
1637062468095,132,HTTP Request-0,301,Moved Permanently,Thread Group 1-59,text,true,,559,122,3,3,http://google.com/classroom,132,0,67
1637062468228,222,HTTP Request-1,301,Moved Permanently,Thread Group 1-59,text,true,,726,126,3,3,https://www.google.com/classroom,222,0,151
1637062468450,429,HTTP Request-2,302,Moved Temporarily,Thread Group 1-59,text,true,,1917,123,3,3,https://classroom.google.com/,429,0,148
1637062468879,468,HTTP Request-3,200,OK,Thread Group 1-59,text,true,,102306,252,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,288,0,148
1637062468595,2006,HTTP Request,200,OK,Thread Group 1-60,text,true,,106369,623,5,5,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,141,0,68
1637062468595,141,HTTP Request-0,301,Moved Permanently,Thread Group 1-60,text,true,,559,122,5,5,http://google.com/classroom,141,0,68
1637062468736,217,HTTP Request-1,301,Moved Permanently,Thread Group 1-60,text,true,,726,126,5,5,https://www.google.com/classroom,217,0,149
1637062468953,1164,HTTP Request-2,302,Moved Temporarily,Thread Group 1-60,text,true,,1917,123,5,5,https://classroom.google.com/,1164,0,148
1637062470117,484,HTTP Request-3,200,OK,Thread Group 1-60,text,true,,103167,252,5,5,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,291,0,152
1637062469096,1616,HTTP Request,200,OK,Thread Group 1-61,text,true,,105464,623,4,4,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,148,0,74
1637062469096,148,HTTP Request-0,301,Moved Permanently,Thread Group 1-61,text,true,,559,122,4,4,http://google.com/classroom,148,0,74
1637062469245,219,HTTP Request-1,301,Moved Permanently,Thread Group 1-61,text,true,,726,126,4,4,https://www.google.com/classroom,219,0,151
1637062469464,755,HTTP Request-2,302,Moved Temporarily,Thread Group 1-61,text,true,,1917,123,4,4,https://classroom.google.com/,755,0,154
1637062470219,493,HTTP Request-3,200,OK,Thread Group 1-61,text,true,,102262,252,4,4,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,302,0,152
1637062469595,1265,HTTP Request,200,OK,Thread Group 1-62,text,true,,105432,623,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,134,0,66
1637062469595,134,HTTP Request-0,301,Moved Permanently,Thread Group 1-62,text,true,,559,122,3,3,http://google.com/classroom,134,0,66
1637062469730,212,HTTP Request-1,301,Moved Permanently,Thread Group 1-62,text,true,,726,126,3,3,https://www.google.com/classroom,212,0,144
1637062469942,429,HTTP Request-2,302,Moved Temporarily,Thread Group 1-62,text,true,,1917,123,3,3,https://classroom.google.com/,429,0,150
1637062470371,489,HTTP Request-3,200,OK,Thread Group 1-62,text,true,,102230,252,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,295,0,156
1637062470097,1206,HTTP Request,200,OK,Thread Group 1-63,text,true,,106251,623,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,149,0,73
1637062470097,149,HTTP Request-0,301,Moved Permanently,Thread Group 1-63,text,true,,559,122,3,3,http://google.com/classroom,149,0,73
1637062470247,221,HTTP Request-1,301,Moved Permanently,Thread Group 1-63,text,true,,726,126,3,3,https://www.google.com/classroom,221,0,150
1637062470468,347,HTTP Request-2,302,Moved Temporarily,Thread Group 1-63,text,true,,1917,123,3,3,https://classroom.google.com/,347,0,155
1637062470816,487,HTTP Request-3,200,OK,Thread Group 1-63,text,true,,103049,252,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,294,0,156
1637062470594,1403,HTTP Request,200,OK,Thread Group 1-64,text,true,,106552,623,3,3,https://accounts.google.com/ServiceLogin?service=classroom&passive=1209600&continue=https://classroom.google.com/&followup=https://classroom.google.com/&emr=1,131,0,64
1637062470594,131,HTTP Request-0,301,Moved Permanently,Thread Group 1-64,text,true,,559,122,3,3,http://google.com/classroom,131,0,64
